Dates,Temperature,HeatIndex,Precipitation,WindSpeed,WindDirection,Visibility,CloudCover,RelativeHumidity
1/1/2013 9:00,29,32.7,0,11.2,170,10.5,27.5,70.11
1/1/2013 10:00,30,34.9,0,11.2,173,10.3,48.3,68.9
1/1/2013 11:00,31.1,36.7,0,7.6,30,11,30,66.39
1/1/2013 12:00,31,36.5,0,7.6,110,10.5,27.5,66.38
1/1/2013 14:00,32,37.9,0,9.4,20,10.5,50,62.71
1/2/2013 8:00,27.1,30.2,0,7.6,270,8,30,83.68
1/2/2013 9:00,28.1,32.1,0,18.4,310,11,30,78.93
1/2/2013 10:00,29.9,35.2,0,14.2,290,10.3,45,72.4
1/2/2013 11:00,30.1,35.2,0,16.6,300,11,50,70.3
1/2/2013 13:00,30.9,37,0,13,330,10,90,69.2
1/2/2013 15:00,27.1,29.7,0,9.4,270,9,50,78.79
1/3/2013 7:00,26.7,29.8,0,5.4,170,6,38.3,89.7
1/3/2013 8:00,29,32.7,0,13,240,10.5,27.5,70.11
1/3/2013 9:00,29,32.7,0,16.6,180,10.5,27.5,70.11
1/3/2013 10:00,29.8,35.4,0,5.4,140,10.5,60,73.71
1/3/2013 11:00,29.1,32.9,0,9.4,110,11,30,70.12
1/3/2013 13:00,30.2,35.8,0,11.2,70,10.3,48.3,71.04
1/3/2013 15:00,30,35.1,0,13,90,10.5,89,70.29
1/3/2013 16:00,28.2,31.8,0,16.6,10,10.3,63.3,74.94
1/3/2013 17:00,27.1,29.7,0,7.6,10,11,50,78.79
1/3/2013 18:00,27,29.6,0,13,300,10.5,50,78.78
1/4/2013 8:00,28.1,31.4,0,9.4,250,11,30,74.31
1/4/2013 9:00,29.1,33.7,0,9.4,320,11,30,74.47
1/4/2013 10:00,30,35.7,0,10.3,290,10.5,70,73.08
1/4/2013 12:00,30,35.1,0,16.6,290,10.5,50,70.29
1/4/2013 13:00,31.9,37.5,0,11.2,245,10.5,75,62.68
1/4/2013 14:00,31.1,36.7,0,14.8,250,11,50,66.39
1/4/2013 15:00,31,35.5,0,13,230,10.5,89,62.5
1/5/2013 9:00,27,29.6,0,18.4,270,7,27.5,78.78
1/5/2013 10:00,27.1,30.4,0,19.8,247,5,48.3,84.19
1/5/2013 11:00,29.1,32.1,0,22.3,260,9,30,65.99
1/5/2013 12:00,30.1,34.3,0,27.7,280,11,50,66.19
1/5/2013 13:00,29.3,33.5,0,20.3,275,10.5,70,70.17
1/5/2013 14:00,29,32.7,0,22.3,280,10.5,50,70.11
1/5/2013 15:00,28,31.3,0,14.8,250,9,50,74.3
1/5/2013 16:00,28.2,32.6,0,11.2,280,8,75,80.14
1/5/2013 17:00,28.1,31.4,0,14.8,310,11,50,74.31
1/5/2013 18:00,27,29.6,0,7.6,280,10.5,50,78.78
1/5/2013 19:00,27.9,32.3,0,7.6,340,8,100,83.77
1/5/2013 20:00,28,31.9,0,7.6,20,8,27.5,78.92
1/6/2013 8:00,27,29.6,0,16.6,290,10.5,27.5,78.78
1/6/2013 9:00,28.1,31.4,0,13,290,11,30,74.31
1/6/2013 10:00,30,35.3,0,16,287,10.3,48.3,71.42
1/6/2013 11:00,30,35.1,0,16.6,290,10.5,50,70.29
1/6/2013 12:00,31,35.5,0,22.3,300,10.5,50,62.5
1/6/2013 13:00,32,37.6,0,23.4,293,10.3,63.3,61.59
1/6/2013 14:00,28,31.3,0,22.3,240,9,50,74.3
1/7/2013 8:00,27,30.1,0,13,200,7,27.5,83.68
1/7/2013 9:00,28,31.3,0,18.4,250,8,27.5,74.3
1/7/2013 10:00,29.9,33.6,0,20.5,260,10.3,48.3,64.95
1/7/2013 11:00,30,34.1,0,24.1,280,10.5,27.5,66.18
1/7/2013 12:00,31,34.6,0,27.7,270,10.5,27.5,58.81
1/7/2013 13:00,31,35.8,0,25.9,280,10.3,48.3,63.14
1/7/2013 14:00,31,35.5,0,24.1,280,10.5,27.5,62.5
1/7/2013 15:00,31,34.6,0,25.9,280,10.5,50,58.81
1/7/2013 16:00,30.4,34.5,0,24.7,280,10.3,63.3,63.39
1/7/2013 17:00,29.1,32.1,0,27.7,280,11,90,65.99
1/7/2013 18:00,29.1,32.1,0,24.1,280,11,30,65.99
1/7/2013 19:00,28.3,31,0,14.8,270,10.5,65,67.27
1/7/2013 20:00,27,28.8,0,13,280,10.5,27.5,69.74
1/7/2013 22:00,27.4,29.7,0,12.1,300,10.5,60,70.25
1/7/2013 23:00,27.1,28.9,0,20.5,300,11,30,69.74
1/8/2013 0:00,27,29.2,0,24.1,300,10.5,27.5,74.14
1/8/2013 1:00,27,29.3,0,18.4,300,10.3,48.3,75.35
1/8/2013 7:00,26.9,29.1,0,9.4,270,9.3,48.3,76.55
1/8/2013 8:00,28,30.7,0,11.2,190,10.5,27.5,69.92
1/8/2013 10:00,29.3,32.8,0,9.4,200,10.3,63.3,67.11
1/8/2013 11:00,31,34.6,0,22.3,250,10.5,50,58.81
1/8/2013 12:00,32,34.9,0,31.3,250,10.5,27.5,52.27
1/8/2013 13:00,31.9,35.1,0,31.3,260,10.3,45,53.86
1/8/2013 14:00,31,33.7,0,29.5,250,10.5,27.5,55.32
1/8/2013 15:00,30,32.6,0,24.1,240,10.5,27.5,58.58
1/8/2013 16:00,31.9,36,0,16.6,250,10.3,48.3,57.25
1/8/2013 17:00,31,31.9,0,22.3,280,10.5,27.5,45.91
1/8/2013 18:00,29,30.3,0,35.3,290,10.5,27.5,54.83
1/8/2013 19:00,28.2,30,0,20.5,290,10.3,35,62.52
1/8/2013 20:00,27,28.5,0,18.4,290,10.5,27.5,65.56
1/8/2013 21:00,27,28.5,0,22.3,300,10,0,65.56
1/8/2013 22:00,27,28.7,0,20.5,290,10,20,67.49
1/9/2013 7:00,26.9,29.1,0,18.4,280,10.3,48.3,75.64
1/9/2013 8:00,28.1,30.8,0,24.1,290,11,30,69.93
1/9/2013 9:00,28,30.1,0,31.3,290,10.5,89,65.77
1/9/2013 10:00,29.1,32.4,0,24.6,290,10.3,66.6,66.67
1/9/2013 11:00,30,32.6,0,27.7,280,10.5,89,58.58
1/9/2013 12:00,31,34.6,0,29.5,290,10.5,27.5,58.81
1/9/2013 13:00,31.2,35.3,0,27.7,290,10,100,60.67
1/9/2013 14:00,31,34.6,0,31.3,300,10.5,50,58.81
1/9/2013 15:00,31,35.5,0,29.5,290,10.5,50,62.5
1/9/2013 16:00,28.2,31.2,0,38.9,287,10.3,66.6,70.67
1/9/2013 18:00,27,29.2,0,25.9,280,10.5,27.5,74.14
1/9/2013 19:00,27,29.4,0,20.5,270,10.3,48.3,75.51
1/10/2013 1:00,26.9,29.6,0,31.3,280,10.5,55,82.16
1/10/2013 3:00,27,29.2,0,25.9,280,10.5,50,74.14
1/10/2013 7:00,27.1,29.9,0,26.5,280,10.3,45,79.27
1/10/2013 9:00,29,32.7,0,31.3,280,10.5,50,70.11
1/10/2013 10:00,30,34.5,0,31,280,10.3,60,67.4
1/10/2013 11:00,31.1,34.7,0,33.5,280,11,30,58.83
1/10/2013 13:00,32.2,36.5,0,38.3,297,10.3,60,56.52
1/10/2013 14:00,33,37,0,37.1,280,10.5,27.5,52.52
1/10/2013 16:00,32.4,37.6,0,22.3,300,10,60,59.13
1/10/2013 17:00,31,35.5,0,33.5,310,9,27.5,62.5
1/10/2013 18:00,29.1,32.9,0,29.5,310,8,30,70.12
1/10/2013 22:00,27.4,30.3,0,22.3,290,5,80,77.88
1/11/2013 0:00,27,28.8,0,25.9,290,6,27.5,69.74
1/11/2013 7:00,27,29.8,0,19.4,295,10.5,60,81.68
1/11/2013 8:00,29.1,33.7,0,25.9,280,11,30,74.47
1/11/2013 9:00,30,34.1,0,27.7,270,10.5,50,66.18
1/11/2013 10:00,30.1,34.6,0,21.2,280,10.5,90,67.81
1/11/2013 11:00,32,35.8,0,35.3,290,10.5,89,55.56
1/11/2013 12:00,31,34.6,0,35.3,280,10.5,89,58.81
1/11/2013 13:00,32,38,0,24.6,280,10.3,63.3,62.84
1/11/2013 14:00,32.1,35.9,0,40.7,290,11,30,55.58
1/11/2013 15:00,31,35.5,0,33.5,290,10.5,27.5,62.5
1/11/2013 16:00,30.2,34.7,0,31.3,290,10.3,48.3,66.62
1/11/2013 18:00,29.1,32.1,0,16.6,280,11,30,65.99
1/11/2013 19:00,28.6,31.7,0,22.3,280,9,60,68.98
1/11/2013 21:00,28,30.7,0,20.5,260,8,50,69.92
1/11/2013 22:00,27.2,29.7,0,20.5,260,8,48.3,74.93
1/12/2013 0:00,27,29.2,0,16.6,280,8,50,74.14
1/12/2013 1:00,27,29.5,0,18.4,260,7,63.3,76.28
1/12/2013 6:00,27.1,29.7,0,16.6,270,6,30,78.79
1/12/2013 7:00,27.1,30.1,0,22.3,260,7,60,81.21
1/12/2013 8:00,28.1,31.4,0,20.5,270,7,30,74.31
1/12/2013 9:00,31,35.5,0,27.7,270,10.5,27.5,62.5
1/12/2013 10:00,31.2,35.1,0,35.3,280,10.5,60,59.4
1/12/2013 11:00,31,34.6,0,31.3,290,10.5,27.5,58.81
1/12/2013 12:00,32,36.8,0,31.3,290,10.5,50,59.04
1/12/2013 13:00,32.1,36.3,0,29.5,270,10.5,90,56.44
1/12/2013 14:00,32,36.8,0,29.5,290,10.5,89,59.04
1/12/2013 15:00,31.1,36.7,0,27.7,310,11,90,66.39
1/12/2013 16:00,30.3,36,0,27,307,10.3,63.3,71.05
1/12/2013 17:00,30.1,35.2,0,33.5,310,11,30,70.3
1/12/2013 18:00,29,32.7,0,27.7,310,10.5,27.5,70.11
1/12/2013 19:00,28.3,32,0,20.4,290,10.3,48.3,75.1
1/12/2013 20:00,28,31.3,0,16.6,300,10.5,27.5,74.3
1/12/2013 21:00,28.1,31.4,0,22.3,290,11,30,74.31
1/12/2013 22:00,28.1,31.9,0,5.4,270,10,90,77.98
1/12/2013 23:00,27,29.2,0,7.6,270,10.5,27.5,74.14
1/13/2013 0:00,27,29.2,0,13,270,10.5,27.5,74.14
1/13/2013 1:00,27.1,29.6,0,15.4,277,10.3,48.3,76.44
